564.7682002735,546.5300058604,564.7682002735,548.9327785798,564.7682002735,546.5300058604,798.2978982626,780.1980450288,798.2978982626,774.2519992054,798.2978982626,771.6720547823,1017.9206833520998,1011.4158481393999,997.6253703166999,994.5778413818,1001.6108738974999,988.4024154000999
564.7682002735,548.9327785798,564.7682002735,546.5300058604,564.7682002735,546.5300058604,794.957960228,776.5577398867,798.2978982626,774.2519992054,793.3088118016,774.2519992054,1016.1835706165001,1015.4302332560001,1001.6108738974999,1013.4178465045001,1001.6108738974999,1001.6108738974999
564.7682002735,548.9327785798,564.7682002735,548.9327785798,564.7682002735,546.5300058604,792.8773484934,776.5577398867,798.2978982626,774.2519992054,798.2978982626,776.5577398867,1024.1599691795,1015.1509030610001,1001.6108738974999,1013.4178465045001,1001.6108738974999,988.4024154000999
559.300195791,548.9327785798,564.7682002735,542.7125290145999,564.7682002735,548.9327785798,795.2170851881,780.1980450288,798.2978982626,774.2519992054,798.2978982626,774.2519992054,1020.9432990559,1011.4421139788002,1001.6108738974999,1001.6108738974999,1001.6108738974999,988.4024154000999
564.7682002735,546.5300058604,564.7682002735,546.5300058604,564.7682002735,546.5300058604,798.2978982626,786.8218457641,798.2978982626,780.1980450288,798.2978982626,780.1980450288,1001.6108738974999,1001.6108738974999,1024.2386906666,1013.4178465045001,1001.6108738974999,988.4024154000999
564.7682002735,548.9327785798,564.7682002735,546.5300058604,564.7682002735,546.5300058604,798.2978982626,786.8218457641,798.2978982626,776.5577398867,798.2978982626,776.5577398867,1027.8537968301998,1018.7258645048001,1027.8537968301998,1013.4178465045001,1001.6108738974999,994.5778413818
564.7682002735,546.5300058604,564.7682002735,546.5300058604,564.7682002735,546.5300058604,793.6867245003,782.4839753941002,798.2978982626,776.5577398867,798.2978982626,774.2519992054,1027.5317930605,1011.4427858042001,1018.2112924947002,1013.4178465045001,1001.6108738974999,994.5778413818
564.7682002735,546.5300058604,564.7682002735,546.5300058604,564.7682002735,548.9327785798,786.3566459826,774.2519992054,798.2978982626,786.8218457641,798.2978982626,774.2519992054,1001.6108738974999,988.4024154000999,1001.6108738974999,982.1246282852,1001.6108738974999,994.5778413818
564.7682002735,548.9327785798,564.7682002735,548.9327785798,564.7682002735,546.5300058604,798.2978982626,776.5577398867,797.7307129446,780.1980450288,790.7095540889,774.2519992054,1020.2299941762,1015.9856808371002,1001.6108738974999,1001.6108738974999,1001.6108738974999,1001.6108738974999
564.7682002735,548.9327785798,564.7682002735,552.976634892,564.7682002735,546.5300058604,798.2978982626,780.1980450288,794.7182505793,783.5455207865001,798.2978982626,774.2519992054,1001.6108738974999,1013.4178465045001,1001.6108738974999,994.5778413818,1001.6108738974999,1001.6108738974999
